,,Date,Year,Month,Day,Time,Latitude,Longitude,Material at Origin,Land Use at Origin,Size,"Suppressed 
by","Suppressing 
Agency",Facility Identification,Other Companies,Voltage,Equipment Involved With Ignition,Type,Was There an Outage,Date,Time,Suspected Initiating Event,"Equipment /Facility 
Failure","Contact From 
Object","Facility 
Contacted",Contributing Factor,Notes,EIR Number
1129,PG&E,8/25/2020,2020,8,25,17:32,38.8374883,-121.3957267,Other,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 152442110,N,"12,000",Jumper,Overhead,Y,8/25/2020,22:17,Equipment - PG&E,#N/A,N.A.,N.A.,N.A.,,
1125,PG&E,8/25/2020,2020,8,25,16:25,38.7389383,-121.1935583,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,South Placer FD,Circuit ID: 152571102,Y,"12,000",Conductor - Primary,Overhead,Y,8/25/2020,16:18,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
1120,PG&E,8/25/2020,2020,8,25,8:47,40.27761573,-122.3077984,Vegetation,Hardwood Woodland,3 meters - 0.25 Acres,Unknown,N.A.,CGC: 119145034420 ,N,"12,000",Transformer,Overhead,Y,8/25/2020,8:43,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
1605,PG&E,8/24/2020,2020,8,24,17:38,38.565739,-122.57517,Vegetation,Hardwood Forest,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 042711102,Y,"12,000",Conductor - Primary,Overhead,Y,8/24/2020,17:34,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
1115,PG&E,8/23/2020,2020,8,23,6:46,36.894553,-121.815206,Vegetation,Agriculture,1 meter - < 3 meters,Fire Agency,Pajaro Dunes FD,Circuit ID: 083192103,Y,"21,000",Conductor - Primary,Overhead,Y,8/23/2020,6:45,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
1113,PG&E,8/23/2020,2020,8,23,2:02,36.684414,-120.260325,Other,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Fresno County Fire Prevention,Circuit ID: 252361112,Y,"12,000",Conductor - Primary,Overhead,Y,8/22/2020,23:49,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
1106,PG&E,8/21/2020,2020,8,21,16:35,40.60203,-122.24938,Other,Urban,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 103351104,Y,"12,000",Conductor - Primary,Overhead,Y,8/21/2020,11:31,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,
1104,PG&E,8/21/2020,2020,8,21,15:45,38.72218,-120.8100567,Other,Hardwood Woodland,0.25 - 10 Acres,Cal Fire,N.A.,"Circuit: El Dorado-Missouri Flats #1, Structure: 13/115",N,"12,000",Insulator,Overhead,Y,8/21/2020,15:21,Equipment - PG&E,Insulator failure,N.A.,N.A.,N.A.,,
1103,PG&E,8/21/2020,2020,8,21,15:24,37.707014,-121.644004,Other,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Alco FD,Circuit ID: 013751103,Y,"12,000",Conductor - Primary,Overhead,Y,8/21/2020,15:10,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,
1094,PG&E,8/20/2020,2020,8,20,19:23,40.153578,-122.238021,Vegetation,Urban,0.25 - 10 Acres,Fire Agency,Red Bluff FD,Pole ID: 101536445/A022/175,Y,"12,000",Pole,Overhead,Y,8/20/2020,19:16,Contact from object,N.A.,Vehicle,Pole,N.A.,,
1087,PG&E,8/20/2020,2020,8,20,11:47,38.932369,-122.751456,Vegetation,Herbaceous,3 meters - 0.25 Acres,Unknown,Third-Party,Circuit ID: 043311102 ,N,"12,000",Conductor - Primary,Overhead,Y,8/20/2020,11:40,Contact from object,N.A.,Other,Conductor - Primary,Human Error,Third party excavator boom making contact with transmission line.,
1081,PG&E,8/20/2020,2020,8,20,1:49,36.2388383,-120.30149,Other,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 252381107 Pole ID: 100743822,Y,"12,000",Insulator,Overhead,Y,8/20/2020,0:51,Contact from object,N.A.,Animal,Insulator,N.A.,,
1077,PG&E,8/20/2020,2020,8,20,0:42,39.00463,-122.89411,Other,Agriculture,1 meter - < 3 meters,Unknown,N.A.,"Circuit ID: 042141101, SAP ID: 102159653",Y,"12,000",Transformer,Overhead,Y,8/20/2020,0:19,Weather,Transformer failure,N.A.,N.A.,Weather,Lightning,
1604,PG&E,8/19/2020,2020,8,19,4:41,39.0892,-121.1163,Vegetation,Herbaceous,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 152691109,Y,"12,000",Conductor - Primary,Overhead,Y,8/19/2020,4:01,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
1095,PG&E,8/19/2020,2020,8,19,9:19,39.136956,-121.01754,Other,Hardwood Woodland,1 meter - < 3 meters,Unknown,N.A.,Circuit: Drum-Rio Oso #2; Structure: 16/135,N,"115,000",Conductor - Transmission,Overhead,Y,8/19/2020,9:19,Contact from object,N.A.,Animal,Conductor - Transmission,N.A.,,
1072,PG&E,8/19/2020,2020,8,19,14:31,38.795,-121.2336383,Other,Urban,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 152061104,Y,"12,000",Service Drop,Overhead,Y,8/19/2020,14:21,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
1069,PG&E,8/19/2020,2020,8,19,6:45,39.4145,-123.781508,Other,Conifer Forest,3 meters - 0.25 Acres,Customer,N.A.,Circuit ID: 042761102,Y,"12,000",Conductor - Secondary,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,
1068,PG&E,8/19/2020,2020,8,19,6:41,38.836172,-120.951452,Vegetation,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 153652109,N,"21,000",Conductor - Primary,Overhead,Y,8/19/2020,6:22,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
1059,PG&E,8/18/2020,2020,8,18,18:24,37.9752138,-121.3247664,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Stockton FD,Circuit: 163121106,Y,"12,000",Splice/Clamp/Connector,Overhead,Y,8/18/2020,18:23,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
1057,PG&E,8/18/2020,2020,8,18,14:58,37.596295,-121.636355,Vegetation,Herbaceous,0.25 - 10 Acres,Cal Fire,PG&E SIPT / Cal Fire,Circuit ID: 013751102 ,Y,750,Conductor - Secondary,Overhead,Y,8/18/2020,14:56,Equipment - PG&E,Pole failure,N.A.,N.A.,N.A.,,EI200818B
1056,PG&E,8/18/2020,2020,8,18,11:00,39.2125,-121.47876,Other,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Browns Valley FD,"Circuit ID: 152331108, SAP ID: 41154781",Y,"12,000",Capacitor Bank,Overhead,Y,8/18/2020,10:59,Weather,Capacitor bank failure,N.A.,N.A.,Weather,Lightning,
1090,PG&E,8/17/2020,2020,8,17,5:49,39.33048,-121.19592,Other,Herbaceous,3 meters - 0.25 Acres,Cal Fire,Cal Fire NEU West,Circuit: Colgate-Palermo; Structure: 000/008,N,"60,000",Insulator,Overhead,Y,8/17/2020,5:49,Weather,Insulator,N.A.,N.A.,Weather,Lightning,
1089,PG&E,8/17/2020,2020,8,17,18:11,38.81507,-120.873448,Vegetation,Hardwood Forest,10 - 100 Acres,Cal Fire,N.A.,Circuit ID: 153082106,Y,"21,000",Conductor - Primary,Overhead,Y,8/17/2020,17:55,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
1051,PG&E,8/17/2020,2020,8,17,20:11,37.856589,-122.072928,Other,Urban,3 meters - 0.25 Acres,Cal Fire,N.A.,CGC: 315462149780,N,"12,000",Transformer,Underground,Y,8/17/2020,21:07,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
1050,PG&E,8/17/2020,2020,8,17,18:18,38.887734,-122.5851877,Other,Urban,0.25 - 10 Acres,Cal Fire,N.A.,"Circuit ID: 043361103, SAP ID: 103941864",Y,"12,000",Splice/Clamp/Connector,Overhead,Y,8/17/2020,18:18,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
1045,PG&E,8/17/2020,2020,8,17,2:12,38.927765,-121.357837,Vegetation,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Lincoln FD,Fuse: 7315,Y,"12,000",Fuse,Overhead,Y,8/17/2020,1:40,Weather,Fuse,N.A.,N.A.,Weather,Lightning,
1042,PG&E,8/16/2020,2020,8,16,16:49,37.173375,-122.06282,Vegetation,Conifer Forest,3 meters - 0.25 Acres,Fire Agency,Cupertino FD,Circuit ID: 082021106 ,Y,"12,000",Conductor - Primary,Overhead,Y,8/16/2020,3:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
1039,PG&E,8/16/2020,2020,8,16,15:27,37.523893,-122.353384,Vegetation,Urban,0.25 - 10 Acres,Fire Agency,San Mateo County FD,Pole ID: 100257344,N,"12,000",Insulator,Overhead,Y,8/16/2020,15:10,Equipment - PG&E,Insulator failure,N.A.,N.A.,N.A.,,
1037,PG&E,8/16/2020,2020,8,16,15:25,37.249291,-122.031624,Vegetation,Urban,0.25 - 10 Acres,Fire Agency,Santa Clara County FD,Circuit ID: 083371107 ,Y,"12,000",Conductor - Primary,Overhead,Y,8/16/2020,14:57,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
1036,PG&E,8/16/2020,2020,8,16,12:32,37.254204,-121.914403,Other,Urban,3 meters - 0.25 Acres,Fire Agency,San Jose FD,Circuit ID: 083431109,Y,"12,000",Splice/Clamp/Connector,Overhead,Y,8/16/2020,12:22,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
1032,PG&E,8/16/2020,2020,8,16,7:46,37.166344,-121.991756,Vegetation,Agriculture,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 082021106,Y,"12,000",Conductor - Primary,Overhead,Y,8/16/2020,2:51,Weather,Conductor - Primary,N.A.,N.A.,Weather,Lightning,
1031,PG&E,8/16/2020,2020,8,16,7:33,38.423337,-121.953252,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Vacaville FD,Circuit ID: 063591105,Y,"12,000",Conductor - Primary,Overhead,Y,8/16/2020,7:28,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
1044,PG&E,8/15/2020,2020,8,15,15:55,37.322001,-121.995959,Vegetation,Urban,0.25 - 10 Acres,Fire Agency,San Jose FD,Pole ID:100535290,N,"12,000",Guy/Span Wire,Overhead,Y,8/15/2020,15:47,Contact from object,N.A.,Vegetation,Guy/Span Wire,N.A.,,EI200815A
1025,PG&E,8/15/2020,2020,8,15,20:48,40.1121,-122.1602,Vegetation,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,"Circuit ID: 103391102, SAP ID: 101543506",Y,"12,000",Conductor - Primary,Overhead,Y,8/15/2020,20:43,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
1024,PG&E,8/15/2020,2020,8,15,18:31,38.259581,-122.075286,Other,Urban,1 meter - < 3 meters,Fire Agency,Fairfield FD,CGC: 219786921602,N,"12,000",Transformer,Underground,Y,8/15/2020,17:56,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
1023,PG&E,8/15/2020,2020,8,15,18:22,37.69593869,-121.4326567,Other,Urban,0.25 - 10 Acres,Fire Agency,South County FD,"Circuit ID: 163091102, SAP ID: 102053187",Y,"12,000",Conductor - Primary,Overhead,Y,8/15/2020,18:14,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
1022,PG&E,8/15/2020,2020,8,15,17:50,37.41892,-121.911285,Vegetation,Urban,0.25 - 10 Acres,Fire Agency,Milpitas FD,"Circuit ID: 083892108, SAP ID: 100558631",Y,"21,000",Conductor - Primary,Overhead,Y,8/15/2020,17:42,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
1021,PG&E,8/15/2020,2020,8,15,17:26,39.3720967,-121.7114367,Vegetation,Urban,1 meter - < 3 meters,Cal Fire,N.A.,"Circuit ID: 103241101, SAP ID: 100377121",Y,"12,000",Conductor - Secondary,Overhead,Y,8/15/2020,17:25,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,
1017,PG&E,8/15/2020,2020,8,15,5:26,39.121084,-122.8611994,Vegetation,Urban,1 meter - < 3 meters,Fire Agency,Northshore FD,"Circuit ID: 043351103, SAP ID: 102164049",Y,"12,000",Conductor - Secondary,Overhead,Y,8/15/2020,5:10,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,
1715,PG&E,8/14/2020,2020,8,14,16:45,37.984209,-122.07614,Other,Urban,1 meter - < 3 meters,Fire Agency,Contra Costa County FD,CGC: 315460554426,N,"21,000",Transformer,Padmounted,Y,8/14/2020,16:45,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,EI200814A
1016,PG&E,8/14/2020,2020,8,14,20:20,37.117485,-121.603815,Building,Urban,1 meter - < 3 meters,Fire Agency,San Martin FD,Circuit ID: 083242106,N,"21,000",Conductor - Underground Service,Underground,Y,8/14/2020,20:18,Vandalism,N.A.,N.A.,N.A.,Vandalism,,
1008,PG&E,8/14/2020,2020,8,14,15:02,36.966705,-121.5387533,Other,Urban,3 meters - 0.25 Acres,Cal Fire,N.A.,CGC: 316964717187; Circuit ID: 083182104 ,Y,"21,000",Transformer,Overhead,Y,8/14/2020,14:29,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,EI200814B
1007,PG&E,8/14/2020,2020,8,14,12:31,38.3360133,-122.7292533,Other,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Sonoma County FD,Meter: 1010240104,Y,750,Service Drop,Overhead,Y,8/14/2020,12:30,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
999,PG&E,8/13/2020,2020,8,13,14:14,38.1648367,-121.6139667,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Sacramento FD,Circuit ID: 062462224,Y,"21,000",Conductor - Open Wire Secondary,Overhead,Y,8/13/2020,14:13,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
997,PG&E,8/13/2020,2020,8,13,10:50,38.8157883,-122.0431383,Vegetation,Agriculture,1 meter - < 3 meters,Customer,N.A.,"Circuit ID: 063172101, SAP Pole ID: 101661149",Y,"21,000",Jumper,Overhead,Y,8/13/2020,10:45,Contact from object,N.A.,Animal,Jumper,N.A.,,
996,PG&E,8/12/2020,2020,8,12,21:01,38.85131,-121.37713,Vegetation,Agriculture,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 153701105,Y,"12,000",Conductor - Primary,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
994,PG&E,8/12/2020,2020,8,12,9:52,34.96869786,-119.4723263,Other,Herbaceous,100+ Acres,Fire Agency,Kern County FD,Pole ID: 100190744,N,"21,000",Jumper,Overhead,Y,8/12/2020,9:49,Contact from object,N.A.,Animal,Jumper,N.A.,,
993,PG&E,8/12/2020,2020,8,12,3:15,36.183569,-119.717277,Other,Agriculture,1 meter - < 3 meters,Fire Agency,Kings County FD,Capacitor Bank:161C,Y,"12,000",Capacitor Bank,Overhead,Y,8/12/2020,2:56,Contact from object,N.A.,Animal,Capacitor Bank,N.A.,,
992,PG&E,8/11/2020,2020,8,11,23:48,36.72556,-121.26768,Vegetation,Barren/Other,0.25 - 10 Acres,Cal Fire,N.A.,"Circuit ID: 182492105, Fuse: 4693",Y,"12,000",Conductor - Primary,Overhead,Y,8/11/2020,23:39,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
990,PG&E,8/11/2020,2020,8,11,6:34,39.510425,-121.219978,Vegetation,Conifer Forest,3 meters - 0.25 Acres,Cal Fire,Cal Fire Butte,"Circuit: 103201101, Pole: 100396459",Y,"12,000",Conductor - Primary,Overhead,Y,8/11/2020,6:15,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
987,PG&E,8/10/2020,2020,8,10,10:20,40.399981,-121.939049,Other,Herbaceous,10 - 100 Acres,Cal Fire,N.A.,40863458,N,"500,000",Other,Overhead,N,N.A.,N.A.,Equipment - PG&E,Other,N.A.,N.A.,Other,Induction caused ignition.,
986,PG&E,8/9/2020,2020,8,9,8:53,39.119088,-121.062784,Other,Herbaceous,3 meters - 0.25 Acres,Cal Fire,N.A.,"019/150, 019/154",N,"115,000",Conductor - Transmission,Overhead,Y,8/9/2020,8:53,Contact from object,N.A.,Animal,Conductor - Transmission,N.A.,,
981,PG&E,8/9/2020,2020,8,9,17:35,37.723351,-122.037068,Other,Urban,1 meter - < 3 meters,Fire Agency,Alco FD,Pole ID: 100901019 Circuit ID: 014091110,Y,"12,000",Pole,Overhead,Y,8/9/2020,17:29,Contact from object,N.A.,Vehicle,Pole,N.A.,,
976,PG&E,8/9/2020,2020,8,9,0:03,40.79832,-124.177676,Other,Urban,1 meter - < 3 meters,Utility - PG&E,PG&E Employee,Pole ID: 100968858 Circuit ID: 192121107,Y,"12,000",Riser,Overhead,Y,8/9/2020,0:37,Equipment - PG&E,Riser Failure,N.A.,N.A.,N.A.,,EI200809A
975,PG&E,8/8/2020,2020,8,8,20:38,39.1082133,-121.6222817,Vegetation,Urban,1 meter - < 3 meters,Self Extinguished,N.A.,Circuit ID: 153781102,Y,"12,000",Splice/Clamp/Connector,Overhead,Y,8/8/2020,20:21,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
969,PG&E,8/7/2020,2020,8,7,15:45,36.706717,-120.440847,Building,Urban,3 meters - 0.25 Acres,Cal Fire,N.A.,252311104,Y,750,Service Drop,Overhead,Y,8/7/2020,15:40,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,EI200807A
968,PG&E,8/7/2020,2020,8,7,15:45,34.74964077,-120.274641,Vegetation,Urban,10 - 100 Acres,Fire Agency,Santa Barbara County FD,Pole ID: 101858779,Y,"12,000",Splice/Clamp/Connector,Overhead,Y,8/7/2020,14:54,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
966,PG&E,8/7/2020,2020,8,7,14:03,36.838545,-121.371861,Other,Herbaceous,1 meter - < 3 meters,Fire Agency,Hollister FD,Circuit ID: 182492103,Y,"21,000",Conductor - Primary,Overhead,Y,8/7/2020,13:56,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
963,PG&E,8/6/2020,2020,8,6,13:01,36.663563,-119.761515,Vegetation,Urban,1 meter - < 3 meters,Cal Fire,N.A.,Circuit ID: 254251108,Y,"12,000",Conductor - Racked Secondary,Overhead,Y,8/6/2020,12:52,Contact from object,N.A.,Vegetation,Conductor - Racked Secondary,N.A.,,
964,PG&E,8/5/2020,2020,8,5,12:39,39.44983,-121.19761,Vegetation,Conifer Forest,0.25 - 10 Acres,Cal Fire,N.A.,"Circuit: 103201102, Fuse: 1939",Y,"12,000",Conductor - Primary,Overhead,Y,8/5/2020,12:41,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
961,PG&E,8/5/2020,2020,8,5,19:40,39.825775,-122.0618183,Vegetation,Agriculture,0.25 - 10 Acres,Fire Agency,Capay FD,Circuit ID: 102111101,Y,750,Conductor - Secondary,Overhead,Y,8/5/2020,19:34,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,
960,PG&E,8/5/2020,2020,8,5,19:05,38.33232108,-120.6712191,Other,Hardwood Woodland,0.25 - 10 Acres,Cal Fire,N.A.,Switch: L5803,Y,"12,000",Switch,Overhead,Y,8/5/2020,18:49,Vandalism,N.A.,N.A.,N.A.,Vandalism,,
958,PG&E,8/5/2020,2020,8,5,11:31,40.893937,-123.571581,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,US Forest Service,Circuit ID: 192171103 Pole ID: 100963292,Y,"12,000",Conductor - Primary,Overhead,Y,8/5/2020,11:24,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
957,PG&E,8/5/2020,2020,8,5,7:25,38.265415,-122.79165,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Sonoma County FD,Pole ID: 101987195 Circuit ID: 042631108,Y,"12,000",Pole,Overhead,Y,8/5/2020,7:19,Contact from object,N.A.,Vehicle,Pole,N.A.,,
955,PG&E,8/5/2020,2020,8,5,2:28,40.563185,-122.3687417,Vegetation,Hardwood Woodland,1 meter - < 3 meters,Fire Agency,Redding FD,"Circuit ID: 103401102, SAP ID: 101473643",Y,"12,000",Conductor - Primary,Overhead,Y,8/5/2020,2:11,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
951,PG&E,8/4/2020,2020,8,4,12:11,39.92083,-122.4535,Other,Herbaceous,3 meters - 0.25 Acres,Cal Fire,N.A.,"Circuit: 103331102, Pole: 101522530",Y,"12,000",Conductor - Primary,Overhead,Y,8/4/2020,11:58,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
1785,PG&E,8/3/2020,2020,8,3,16:38,37.39450362,-122.0064957,Other,Urban,1 meter - < 3 meters,Self Extinguished,N.A.,83421109,N,"12,000",Riser,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Balloon,Riser,N.A.,,
946,PG&E,8/3/2020,2020,8,3,23:15,38.8972967,-121.361055,Other,Agriculture,3 meters - 0.25 Acres,Fire Agency,Lincoln FD,Circuit ID: 153701105,Y,"12,000",Conductor - Primary,Overhead,Y,8/3/2020,23:03,Contact from object,N.A.,Balloon,Conductor - Primary,N.A.,,
942,PG&E,8/3/2020,2020,8,3,18:43,38.676826,-121.652299,Other,Herbaceous,3 meters - 0.25 Acres,Fire Agency,West Sacramento FD,Voltage Regulator: R464,Y,"12,000",Voltage Regulator,Overhead,Y,8/3/2020,18:15,Equipment - PG&E,Voltage Regulator failure,N.A.,N.A.,N.A.,,
1601,PG&E,8/2/2020,2020,8,2,18:37,35.824904,-120.545199,Vegetation,Hardwood Woodland,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 182661104 ,N,"12,000",Conductor - Primary,Overhead,Y,8/2/2020,23:38,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
934,PG&E,8/2/2020,2020,8,2,4:19,36.85933,-120.34139,Vegetation,Agriculture,3 meters - 0.25 Acres,Cal Fire,N.A.,Transmission pole: 44883391 - 014/174,N,"115,000",Guy/Span Wire,Overhead,Y,8/2/2020,4:19,Contact from object,N.A.,Vehicle,Guy/Span Wire,N.A.,,
931,PG&E,8/2/2020,2020,8,2,16:01,34.838068,-120.221247,Other,Hardwood Woodland,0.25 - 10 Acres,Fire Agency,Santa Barbara County FD,"Fuse: 6829, 7359, Circuit: 182811102, Pole: 101862714, 101918045",Y,"12,000",Fuse,Overhead,Y,8/2/2020,15:55,Equipment - PG&E,Fuse failure - all,N.A.,N.A.,N.A.,,
930,PG&E,8/2/2020,2020,8,2,23:19,37.414152,-122.173711,Other,Herbaceous,0.25 - 10 Acres,Fire Agency,Palo Alto FD,CGC: 315142933707,Y,"12,000",Splice/Clamp/Connector,Overhead,Y,8/2/2020,23:18,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
925,PG&E,8/2/2020,2020,8,2,10:13,35.3942867,-119.0456083,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Bakerfield FD,Transformer CGC: 516886369101,Y,"12,000",Transformer,Overhead,Y,8/2/2020,10:10,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
924,PG&E,8/2/2020,2020,8,2,9:52,34.6219,-120.2369,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,Santa Barbara County FD,Circuit ID:183041101 ,N,"12,000",Automatic Wire Splice,Overhead,Y,8/2/2020,9:37,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
920,PG&E,8/1/2020,2020,8,1,15:42,38.867864,-121.355888,Vegetation,Hardwood Woodland,3 meters - 0.25 Acres,Cal Fire,Cal Fire Nevada County FD,"Circuit ID: 153701105, SAP ID: 100051057, 100050640",Y,"12,000",Conductor - Primary,Overhead,Y,8/1/2020,15:35,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
917,PG&E,8/1/2020,2020,8,1,6:14,37.698554,-122.193529,Other,Urban,1 meter - < 3 meters,Fire Agency,Alco FD,Circuit ID: 013111106,N,"12,000",Conductor - Primary,Overhead,Y,8/1/2020,6:04,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
913,PG&E,7/31/2020,2020,7,31,14:43,38.12586863,-122.2413742,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Vallejo FD,"Circuit ID: 042651106, SAP ID: 102245264",Y,"12,000",Splice/Clamp/Connector,Overhead,N,N.A.,N.A.,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
910,PG&E,7/31/2020,2020,7,31,3:04,39.206478,-120.941562,Vegetation,Conifer Forest,3 meters - 0.25 Acres,Cal Fire,Cal Fire Nevada County FD,Circuit ID: 152481102,Y,"12,000",Conductor - Primary,Overhead,Y,7/31/2020,5:18,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
907,PG&E,7/30/2020,2020,7,30,11:20,36.01905,-120.87667,Other,Herbaceous,0.25 - 10 Acres,Cal Fire,Cal Fire Bradley Station,Pole ID: 24/374C,N,"60,000",Insulator,Overhead,Y,7/30/2020,11:20,Equipment - PG&E,Insulator failure,N.A.,N.A.,N.A.,,
905,PG&E,7/29/2020,2020,7,29,19:24,37.318306,-120.440104,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Merced County FD,Fuse: 8533,N,"21,000",Fuse,Overhead,Y,7/29/2020,19:22,Equipment - PG&E,Fuse failure - all,N.A.,N.A.,N.A.,,
904,PG&E,7/29/2020,2020,7,29,19:17,39.217871,-121.239569,Other,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,Pole ID: 100010651,Y,"21,000",Insulator,Overhead,Y,7/29/2020,19:10,Contact from object,N.A.,Animal,Insulator,N.A.,,
903,PG&E,7/29/2020,2020,7,29,17:55,38.2445317,-121.4556867,Other,Agriculture,0.25 - 10 Acres,Fire Agency,Thornton FD,CGC: 317259063657 ,N,"12,000",Jumper,Overhead,Y,7/29/2020,17:45,Contact from object,N.A.,Animal,Jumper,N.A.,,
1600,PG&E,7/28/2020,2020,7,28,12:37,35.53166,-120.7292,Vegetation,Hardwood Woodland,3 meters - 0.25 Acres,Cal Fire,N.A.,"Circuit ID: 183052111, SAP ID: 101891740",Y,"12,000",Conductor - Primary,Overhead,Y,7/28/2020,12:31,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
889,PG&E,7/28/2020,2020,7,28,17:14,40.687486,-122.282606,Vegetation,Hardwood Woodland,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 103561102 ,Y,750,Conductor - Secondary,Overhead,Y,7/28/2020,17:11,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,
887,PG&E,7/28/2020,2020,7,28,13:10,39.393716,-121.260107,Vegetation,Hardwood Forest,0.25 - 10 Acres,Cal Fire,N.A.,"Circuit ID: 103201102, Fuse: 1813",Y,"12,000",Conductor - Primary,Overhead,Y,7/28/2020,13:03,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
886,PG&E,7/28/2020,2020,7,28,7:18,40.46336,-124.246487,Other,Herbaceous,3 meters - 0.25 Acres,Self Extinguished,N.A.,Circuit ID: 192381102,N,"12,000",Automatic Wire Splice,Overhead,Y,7/28/2020,16:03,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
